,Unnamed: 0,PARENT
465,"University of Alberta, Edmonton, AB, Canada.",University of Alberta
541,"Division of Nephrology, St. Michael's Hospital, Toronto, Ontario, Canada.",
563,"Ottawa Hospital Research Institute, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
572,"Ajmera Transplant Centre, University Health Network, Toronto, Canada. Electronic address: deepali.kumar@uhn.ca.",University of Toronto
577,"Division of Transplantation Surgery, Department of Surgery, Faculty of Medicine & Dentistry, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
590,"ICES, Toronto, Ontario",
603,"Division of Nephrology, Hospital for Sick Children, Toronto, Ontario, Canada.",University of Toronto
631,"University of Alberta, Edmonton, Alberta, Canada. Electronic address: phallora@ualberta.ca.",University of Alberta
639,"Division of Nephrology, Toronto General Hospital, University Health Network, Toronto, ON, Canada.",University of Toronto
641,"Department of Medicine, Mount Sinai Hospital University of Toronto, Toronto, Ontario, Canada.",University of Toronto
646,"Transcriptome Sciences, Inc, Edmonton, AB, Canada.",
671,"Division of Nephrology, Toronto General Hospital, Toronto, Ontario, Canada. Electronic address: joanne.bargman@uhn.ca.",University of Toronto
687,"Department of Medicine, Alberta Transplant Applied Genomics Centre, Heritage Medical Research Centre, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
696,"Department of Medicine, University of British Columbia, Vancouver, British Columbia, Canada.",University of British Columbia
701,"Division of Nephrology, Department of Medicine, the Ottawa Hospital and University of Ottawa, Ottawa, ON, Canada",University of Ottawa
712,"The Hospital for Sick Children, Toronto, Ontario, Canada.",University of Toronto
729,"Department of Medicine, Faculty of Medicine and Dentistry, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
745,"Clinical Islet Transplant Program, University of Alberta, Edmonton, AB, Canada.",University of Alberta
760,"Department of Medicine, University of Ottawa, Ottawa, Canada.",University of Ottawa
764,"Transplant Manitoba, Adult Kidney Program, Shared Health Manitoba, Winnipeg, Manitoba, Canada",
783,"Department of Medicine, Toronto, Ontario, Canada",
793,"ICES (formerly Institute for Clinical Evaluative Sciences), Ottawa, Ontario, Canada.",
808,"Pulse Infoframe, London, Ontario, Canada.",
810,"Alberta Transplant Applied Genomics Centre, Edmonton, AB, Canada.",
819,"Multi-Organ Transplant Program, University of Toronto, Toronto, Ontario, Canada",University of Toronto
843,"Population Health Research Institute, Hamilton Health Sciences, McMaster University, Hamilton, Ontario, Canada.",McMaster University
846,"Department of Critical Care Medicine, Faculty of Medicine and Dentistry, University of Alberta and Alberta Health Services, Edmonton, Alberta, Canada.",University of Alberta
851,"Lawson Health Research Institute, London, Ontario, Canada",
857,"Division of Nephrology, Department of Medicine, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
876,"Ajmera Transplant Center, University of Toronto, Toronto, ON, Canada.",University of Toronto
877,"Toronto Lung Transplant Program, University Health Network, Toronto, Ontario, Canada.",University of Toronto
886,"Toronto Western Family Health Team, University Health Network, Toronto, Ontario, Canada.",University of Toronto
887,"Department of Pathology and Laboratory Medicine, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
891,"Division of Nephrology, Department of Medicine, University of Alberta, Edmonton, Canada. Electronic address: dtcollister@gmail.com.",University of Alberta
906,"Toronto Lung Transplant Program, Ajmera Multi-Organ Transplant Program and Division of Respirology, University Health Network, Toronto, Canada",University of Toronto
907,"Department of Surgery, University Health Network, Toronto General Hospital, Toronto, ON, Canada.",University of Toronto
915,"and Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada. Electronic address: logan@lunenfeld.ca.",University of Toronto
936,"Division of Nephrology, Department of Medicine, Western University, London, Ontario, Canada.",Western University
937,"Departments of Medicine and Pathology, University of Manitoba, Winnipeg, Canada.",University of Manitoba
949,"Patient partner, Department of Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada.",University of Calgary
957,"Maisonneuve-Rosemont Hospital, University of Montreal, Quebec, Canada.",Université de Montréal
976,"Division of Nephrology, University Health Network and Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada. Electronic address: istvan.mucsi@uhn.ca.",University of Toronto
983,"Department of Physiology, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
1012,"Institute for Clinical Evaluative Sciences, Ontario, Canada.",
1022,"Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada.",Western University
1030,"Department of Emergency Medicine, University of Manitoba, Winnipeg, Manitoba, Canada.",University of Manitoba
1039,"Heart Transplant Program, Toronto General Hospital, University Health Network, Toronto, Canada.",University of Toronto
1041,"Department of Medical Biophysics, Western University, London, Ontario, Canada.",Western University
1043,"Department of Laboratory Medicine and Pathology, Division of Anatomical Pathology, University of Alberta, Edmonton, Canada.",University of Alberta
1058,"Canadian Blood Services, Stem Cells and Centre for Innovation, Ottawa, ON, Canada.",
1067,"Alberta Transplant Institute, Edmonton, Alberta, Canada. Electronic address: allan.murray@ualberta.ca.",
1122,"Division of Nephrology and Department of Medicine, University Health Network and the University of Toronto, Canada.",University of Toronto
1134,"Division of Laboratory Medicine and Pathology, University Health Network, Toronto, Ontario, Canada",University of Toronto
1161,"Department of Medicine Division of Nephrology, University of Alberta, Edmonton, Canada.",University of Alberta
1185,"Population Health Research Institute, Hamilton",
1204,"Institute of Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada. Electronic address: pp.piche-renaud@sickkids.ca.",University of Toronto
1215,"University of Toronto, Toronto, Ontario, Canada.",University of Toronto
1253,"Department of Medicine and Pediatrics, Women's College Hospital, Hospital for Sick Children and University of Toronto, Toronto, Ontario, M5S 1B2, Canada.",University of Toronto
1276,"Division of Critical Care Medicine, Montreal Children's Hospital, McGill University Health Centre and Research Institute, McGill University, Montreal, Quebec.",McGill University
1289,"Department of Surgery, Division of General Surgery, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
1309,"McGill University Health Centre Medical Libraries, Montreal, QC, Canada.",McGill University
1353,"Department of Medicine and Epidemiology and Community Medicine, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
1354,"Division of Nephrology, Department of Medicine, Western University and London Health Sciences Centre, London, Ontario, Canada. Electronic address: Andrew.House@lhsc.on.ca.",Western University
1375,"Section of Infectious Diseases, Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba, Canada",University of Manitoba
1380,"Division of Nephrology, St. Michael's Hospital and the University of Toronto, Toronto, Ontario, Canada.",University of Toronto
1412,"ICES, University of Toronto, Toronto, Ontario, Canada",University of Toronto
1435,"Section of Critical Care Medicine, Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba, Canada.",University of Manitoba
1445,"Division of Nephrology, Department of Medicine, St. Paul's Hospital, University of British Columbia, Vancouver, British Columbia, Canada.",University of British Columbia
1452,"Department of Medicine, Division of Nephrology, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
1474,"Osteoarthritis Research Program, Division of Orthopedic Surgery, Schroeder Arthritis Institute University Health Network, Toronto, ON, Canada.",University of Toronto
1507,"Latner Thoracic Research Laboratories, Toronto General Hospital Research Institute, University Health Network, Toronto, Ontario, Canada.",University of Toronto
1525,"Department of Community Health Sciences, University of Calgary, Calgary, Alberta, Canada",University of Calgary
1530,"Division of Nephrology, University of British Columbia, Vancouver, British Columbia.",University of British Columbia
1539,"Population Health Research Institute, McMaster University, Hamilton, Canada.",McMaster University
1552,"Division of Nephrology, Department of Medicine, Scarborough Health Network, Toronto, Ontario, Canada.",
1573,"Division of Nephrology, Department of Medicine, Mackenzie Health, Richmond Hill, Ontario, Canada.",
1584,"Division of Nephrology, the Hospital for Sick Children, Toronto, Ontario, Canada.",University of Toronto
1589,"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Sinai Health, Toronto, Ontario, Canada",
1602,"Transplant Manitoba, Gift of Life Program, Shared Health Manitoba, Winnipeg, Manitoba, Canada.",
1610,"Pathology and Laboratory Medicine, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada.",Western University
1662,"Department of Pediatrics, Temerty Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada",University of Toronto
1684,"Manitoba HIV Program, Shared Health Manitoba, Winnipeg, Manitoba, Canada.",
1688,"Department of Nephrology, Humber River Hospital, Toronto, Ontario, Canada.",
1698,"Department of Medicine, Temerty Faculty of Medicine, University of Toronto, Canada",University of Toronto
1699,"Department of Laboratory Medicine, CHU de Québec-Université Laval, Faculty of Medicine, Québec, Quebec, Canada.",Université Laval
1726,"Division of Nephrology, Department of Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada.",University of Calgary
1731,"Eliot Phillipson Clinician Scientist Training Program, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
1739,"Lunenfeld-Tanenbaum Research Institute at Mount Sinai Hospital, Sinai Health System, Toronto, Ontario, Canada.",
1746,"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
1770,"Biostatistics Research Unit, University Health Network, Toronto, Canada.",University of Toronto
1804,"Transplant Research, Providence Health Research Institute, Vancouver, British Columbia, Canada",
1809,"Department of Laboratory Medicine and Pathology, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
1812,"Department of Emergency Medicine, University of Manitoba, Winnipeg, Manitoba, Canada",University of Manitoba
1819,"Division of Clinical Immunology and Allergy, St. Michael's Hospital, Toronto, Ontario, Canada",
1826,"Division of Nephrology, Department of Medicine, McMaster University, Hamilton",McMaster University
1864,"Ajmera Transplant Center, Department of Medicine, University of Toronto, Toronto, ON, Canada.",University of Toronto
1904,"Clinical Epidemiology Program, Ottawa Hospital Research Institute, Ottawa, ON, Canada. Electronic address: shiremath@toh.ca.",
1929,"The Alberta Transplant Applied Genomics Centre, Faculty of Medicine & Dentistry, University of Alberta, Edmonton, AB, Canada.",University of Alberta
1939,"Department of Laboratory Medicine and Pathobiology, University of Toronto, Canada.",University of Toronto
1945,"Department of Medicine, University of Manitoba, Winnipeg, Manitoba, Canada.",University of Manitoba
1952,"Division of Nephrology, University of Toronto, Toronto, ON, Canada",University of Toronto
1962,"Transplant Manitoba, Gift of Life Program, Shared Health Manitoba, Winnipeg, Manitoba, Canada",
1968,"Centre for Global Child Health, the Hospital for Sick Children, Toronto, Ontario, Canada",University of Toronto
1972,"Division of Nephrology, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",
1973,"Department of Internal Medicine, Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba, Winnipeg, Manitoba, Canada.",University of Manitoba
1997,"Division of Infectious Disease, Department of Medicine, McMaster University, Hamilton, Ontario, Canada.",McMaster University
2004,"Transplant Research, Providence Health Research Institute, Vancouver, British Columbia, Canada.",
2005,"EPICORE Centre, Department of Medicine, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
2056,"Transplantation Unit, Renal Division, Department of Medicine, University Health Center of Quebec, Faculty of Medicine, Laval University, Québec, Quebec, Canada.",
2061,"Division of Nephrology, University of British Columbia, Vancouver, British Columbia, Canada.",University of British Columbia
2076,"Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba. Electronic address: ntangri@sogh.mb.ca.",University of Manitoba
2084,"Division of Nephrology and Li Ka Shing Knowledge Institute, St. Michael's Hospital, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
2099,"ICES, Ontario, Canada.",
2101,"Department of Medicine, Division of Palliative Care, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
2129,"Alberta Transplant Institute, Edmonton, Alberta, Canada.",
2132,"Division of Nephrology, Toronto General Hospital, University Health Network, Toronto, ON, Canada. Electronic address: david.cherney@uhn.ca.",University of Toronto
2147,"Division of Infectious Diseases, Department of Medicine, Schulich School of Medicine & Dentistry, Western University, London, Ontario, Canada.",Western University
2169,"Department of Cardiac Sciences, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada",University of Calgary
2179,"Institute of Medical Science, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
2181,"Division of Nephrology, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
2199,"The Sprott Centre for Stem Cell Research, Regenerative Medicine Program, Ottawa Hospital Research Institute, Ottawa, Ontario, Canada.",
2207,"Jean Augustine Chair in Education, Community & Diaspora, Faculty of Education, York University, Toronto, Ontario, Canada.",York University
2215,"BC Renal , Vancouver , Canada.",
2228,"Division of Nephrology, Department of Medicine, the Ottawa Hospital and University of Ottawa, Ottawa, ON, Canada.",University of Ottawa
2255,"Alberta Health Services, Provincial Research and Data Services, University of Calgary, Calgary, Alberta, Canada.",University of Calgary
2272,"Canadian Donation and Transplantation Research Program, Edmonton, Alberta, Canada. Electronic address: Murdoch.Leeies@umanitoba.ca.",
2275,"Division of Transplantation Surgery, Department of Surgery, Faculty of Medicine & Dentistry, University of Alberta, Edmonton, Alberta, Canada. Electronic address: jshapiro@ualberta.ca.",University of Alberta
2279,"Chronic Disease Innovation Centre, Seven Oaks General Hospital, University of Manitoba, Winnipeg, Manitoba",University of Manitoba
2291,"Alberta Transplant Applied Genomics Center, University of Alberta, Edmonton, AB, Canada.",University of Alberta
2316,"Department of Medicine, University Health Network, Toronto, Canada.",University of Toronto
2367,"Division of Geriatric Medicine, Department of Medicine, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
2373,"Toronto General Hospital Research Institute, University Health Network, Toronto, ON, Canada.",University of Toronto
2377,"Multi-Organ Transplant Program, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
2385,"Department of Medicine, University of Alberta, Edmonton, Alberta, Canada",University of Alberta
2395,"Department of Pediatrics, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
2428,"HPB and Multi-Organ Transplant Program, Department of Surgery, Toronto General Hospital, University Health Network, University of Toronto, Toronto, Canada.",University of Toronto
2443,"ICES, University of Toronto, Toronto, Ontario, Canada. Electronic address: samuel.silver@queensu.ca.",University of Toronto
2451,"Division of Infectious Diseases, Department of Medicine, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
2493,"Department of Medicine, University of Toronto, Toronto, Ontario, Canada",University of Toronto
2497,"Department of Surgery, Division of General Surgery, University of Toronto, Toronto, Ontario, Canada",University of Toronto
2504,"Division of Nephrology, University Health Network, Toronto, Ontario, Canada",University of Toronto
2505,"Department of Laboratory Medicine and Pathology, University of Alberta, Edmonton, Canada.",University of Alberta
2522,"Toronto Lung Transplant Program, Ajmera Transplant Centre, University Health Network, Toronto, Ontario, Canada",University of Toronto
2563,"Ajmera Transplant Center, University Health Network and Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada",University of Toronto
2592,"Division of Nephrology, Kingston Health Sciences Center, Queen's University, Kingston, University of Toronto, Toronto, Ontario, Canada",University of Toronto
2605,"Alberta Diabetes Institute, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
2618,"Clinical Public Health, Dalla Lana School of Public Health, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
2643,"Mazankowski Alberta Heart Institute, Edmonton, Alberta, Canada.",
2648,"Division of Nephrology, University of British Columbia, St Paul's Hospital, Vancouver, British Columbia, Canada.",University of British Columbia
2687,"E.M. Uleryk Consulting, Mississauga, Ontario, Canada.",
2719,"Department of Surgery, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
2737,"ICES (formerly Institute for Clinical Evaluative Sciences), Ottawa, Ontario, Canada. Electronic address: ghundemer@toh.ca.",
2745,"Section of Nephrology, Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba, Canada.",University of Manitoba
2765,"Department of Medicine, Temerty Faculty of Medicine, University of Toronto, Canada.",University of Toronto
2803,"Division of General Surgery, Department of Surgery, Faculty of Medicine & Dentistry, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
2836,"Grand River Hospital, Kitchener-Waterloo, Ontario, Canada.",
2848,"University of Toronto, Toronto, Ontario, Canada. Electronic address: heather.reich@uhn.ca.",University of Toronto
2891,"Departments of Medicine and Community Health Sciences, University of Calgary, Calgary, Alberta, Canada.",University of Calgary
2902,"Division of Nephrology & Multi-Organ Transplant Program, McGill University, Montreal, Quebec, Canada.",McGill University
2924,"Section of Critical Care Medicine, Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba, Canada",University of Manitoba
2929,"Faculty of Health Sciences, McMaster University, Hamilton, Ontario, Canada.",McMaster University
2938,"Transplant Québec, Montréal, Québec, Canada",
2984,"Division of Nephrology , Sunnybrook Health Sciences Centre , University of Toronto , Toronto , Canada.",University of Toronto
2994,"Departments of Medicine and Community Health Sciences, University of Calgary, Calgary, Alberta, Canada. Electronic address: ping.liu1@ucalgary.ca.",University of Calgary
3019,"Section of Hepatology, Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba, Canada.",University of Manitoba
3041,"Division of Respirology, Department of Medicine, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
3043,"Kidney Transplant Program, St. Michael Hospital, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
3045,"Center for Outcomes Research and Evaluation, Research Institute of McGill University Health Center, Montreal, QC, Canada.",McGill University
3049,"Ottawa Hospital Research Institute, University of Ottawa, Ottawa, Ontario, Canada",University of Ottawa
3075,"Department of Pharmacy, The Ottawa Hospital, Ottawa, Ontario, Canada.",
3082,"Department of Medicine, Max Rady College of Medicine, University of Manitoba, Winnipeg, MB, Canada.",University of Manitoba
3083,"University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
3087,"Department of Laboratory Medicine & Pathology, University of Alberta, Edmonton, Canada.",University of Alberta
3094,"Department of Medicine, and Faculty of Medicine and Dentistry, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
3096,"National Research Council, Montréal, Quebec H4P 2R2, Canada.",
3097,"Faculty of Health Sciences, McMaster University, Hamilton, ON, Canada.",McMaster University
3100,"Institute of Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada",University of Toronto
3101,"Division of Nephrology, Department of Medicine, University of Manitoba, Winnipeg, Canada.",University of Manitoba
3119,"Department of Community Health and Humanities, Faculty of Medicine, Memorial University, St.John's, Newfoundland, Canada.",
3130,"Alberta Transplant Institute, Edmonton, Alberta, Canada",
3162,"Library and Information Services, The Ottawa Hospital, Ottawa, ON, Canada.",
3166,"Department of Molecular Genetics, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
3172,"Faculty of Medicine, University of Ottawa, Ottawa, ON, Canada.",University of Ottawa
3182,"Division of Nephrology, Department of Medicine, University of Ottawa, Ottawa, Canada.",University of Ottawa
3187,"Kidney Transplant Program, Division of Nephrology, University of British Columbia, Vancouver, British Columbia, Canada.",University of British Columbia
3192,"Aurinia Pharmaceuticals Inc., Edmonton, Alberta, Canada.",
3205,"Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba.",University of Manitoba
3220,"Department of Medicine and Health Research Methods, Evidence and Impact, McMaster University, Ontario, Canada.",McMaster University
3223,"Division of Nephrology, Department of Medicine, The Ottawa Hospital, Ottawa, Ontario, Canada.",
3239,"British Columbia Institute of Technology, Vancouver, British Columbia, Canada.",British Columbia Institute of Technology
3270,"Department of Family and Community Medicine, University of Toronto, Toronto, Ontario, Canada",University of Toronto
3274,"Department of Medicine, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
3280,"Department of Medicine, Division of Nephrology, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
3286,"Population Health Research Institute, Hamilton.",
3287,"Division of General Surgery, Department of Surgery, Faculty of Medicine & Dentistry, University of Alberta, Edmonton, Alberta, Canada",University of Alberta
3289,"Centre for Mental Health, University Health Network and Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
3300,"Division of Nephrology, Department of Medicine, University Health Network-Toronto General Hospital, Toronto, Ontario, Canada.",University of Toronto
3314,"Clinical Trial Support, Sunnybrook Research Institute, Toronto, Ontario, Canada.",
3357,"ICES (formerly Institute for Clinical Evaluative Sciences), Ottawa, Ontario, Canada",
3386,"Ajmera Transplant Centre, University Health Network, Toronto, ON, Canada.",University of Toronto
3389,"Division of Medical Oncology & Hematology, University Health Network, Toronto, Ontario, Canada",University of Toronto
3396,"Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada",University of Toronto
3441,"Section of Urology, Department of Surgery, University of Manitoba, Winnipeg, Manitoba.",University of Manitoba
3472,"Division of Pediatric Nephrology, Hospital for Sick Children, Toronto, Ontario, Canada.",University of Toronto
3481,"Toronto Lung Transplant Program, Toronto General Hospital, University Health Network, Toronto, Canada. Electronic address: stephen.juvet@uhn.ca.",University of Toronto
3485,"Temerty Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
3504,"Department of Surgery, University of Alberta, Edmonton, Alberta, Canada",University of Alberta
3513,"Division of Neurology, Department of Medicine, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
3528,"University Health Network, Ajmera Transplant Centre, Toronto, Ontario, Canada.",University of Toronto
3534,"Division of Pediatric Gastroenterology, Hepatology and Nutrition, and Transplant and Regenerative Medicine Center, The Hospital for Sick Children (SickKids), University of Toronto, Toronto, Canada.",University of Toronto
3538,"Division of Nephrology & Multiorgan Transplant Program, McGill University, Montreal, Quebec, Canada.",McGill University
3562,"Clinical Islet Transplant Program, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
3603,"Sexual Orientation and Gender Identity Organ and Tissue Donation and Transplantation Patient Advisory Team, Winnipeg, Manitoba, Canada.",
3618,"Division of Nephrology, Department of Medicine, Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada.",
3644,"Faculty of Law, University of Ottawa, Ottawa, Ontario, Canada",University of Ottawa
3660,"Divisions of Nephrology and Obstetric Medicine, Department of Medicine, Sunnybrook Health Sciences Centre, Temerty School of Medicine, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
3679,"Division of Nephrology, London Health Sciences Centre, Western University, London, Ontario, Canada.",Western University
3680,"Immunology and Histocompatibility Laboratory, CHU de Québec-Université Laval, Faculty of Medicine, Laval University, Quebec, Quebec, Canada.",Université Laval
3693,"Department of Medicine and Department of Immunology, University of Manitoba, Winnipeg, Canada.",University of Manitoba
3722,"Division of Nephrology, Western University, London, Ontario, Canada.",Western University
3723,"Division of Nephrology, Department of Medicine, University Health Network, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
3737,"Temerty Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada",University of Toronto
3738,"Department of Health Research Methodology, Evidence & Impact, McMaster University, Hamilton",McMaster University
3748,"Latner Thoracic Research Laboratories, Toronto General Hospital Research Institute, University Health Network, Toronto, Ontario, Canada",University of Toronto
3765,"Toronto Lung Transplant Program, Toronto General Hospital, University Health Network, Toronto, Canada.",University of Toronto
3768,"Department of Pathology, University of Manitoba, Winnipeg, Canada.",University of Manitoba
3780,"Institute for Better Health, Trillium Health Partners, Mississauga, Ontario, Canada.",
3784,"Department of Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada. Electronic address: mjames@ucalgary.ca.",University of Calgary
3789,"Department of Pharmacy, London Health Sciences Centre, London, Ontario, Canada.",
3790,"University of Toronto, Toronto, Canada.",University of Toronto
3805,"Division of Nephrology, University of British Columbia, Vancouver, Canada.",University of British Columbia
3826,"The Ottawa Hospital Research Institute, Ottawa, Canada.",
3847,"Department of Nephrology, William Osler Health System, Toronto, Ontario, Canada.",
3875,"Department of Medicine, Division of Nephrology, University of Alberta, Edmonton, Alberta, Canada. Electronic address: npannu@ualberta.ca.",University of Alberta
3895,"Department of Medicine, Division of Nephrology, University of Calgary, Calgary, Alberta, Canada",University of Calgary
3905,"Department of Family Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada",University of Calgary
3919,"Institute for Clinical Evaluative Sciences, Toronto, Ontario, Canada.",
3925,"Ontario Renal Network, Ontario Health, Toronto, Ontario, Canada.",
3930,"Biostatistics Research Unit, University Health Network, University of Toronto, Toronto, Canada.",University of Toronto
3935,"Vancouver Coastal Health Research Institute, Vancouver, British Columbia, Canada.",
3951,"Department of Community Health Sciences, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada.",University of Calgary
3967,"Department of Medicine, Clinician Investigator Program, University of British Columbia, Vancouver, British Columbia.",University of British Columbia
3998,"O'Brien Institute for Public Health, University of Calgary, Calgary, Alberta, Canada.",University of Calgary
