,Unnamed: 0,PARENT
47,"China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, People's Republic of China. Electronic address: wanganxin@bjtth.org.",Capital Medical University]CN
48,"National Clinical Research Center of Kidney Diseases, Jinling Hospital, Nanjing University School of Medicine, Nanjing, People's Republic of China.",Nanjing University]CN
49,"School of Biomedical Engineering, Shanghai Jiao Tong University, Shanghai, People's Republic of China.",Shanghai Jiao Tong University]CN
50,"Genomics Unit, Sheba Cancer Research Center, Sheba Medical Center, Tel-Hashomer, Israel.",Tel-Aviv University]IL
51,"Department of Neonatology, Shanghai Children's Medical Center, School of Medicine, Shanghai Jiaotong University, Shanghai, China. Electronic address: fionabei@163.com.",Shanghai Jiaotong University]CN
52,"Department of Pediatric Rheumatology and Allergy, The First Hospital of Jilin University, Changchun, China.",Jilin University]CN
53,"Vascular Surgery Department, The First Affiliated Hospital of Chongqing Medical University, Chongqing Medical University, Chongqing, China.",Chongqing Medical University]CN
54,"Hunan Clinical Research Center of Ophthalmic Disease, Changsha, Hunan, China. Electronic address: yanhe6416@csu.edu.cn.",Hunan Clinical Research Center of Ophthalmic Disease]CN
55,"Department of Epidemiology and Biostatistics, School of Public Health, Capital Medical University, Beijing, People's Republic of China",Capital Medical University]CN
56,"Molecular Pathology, Institute of Pathology, Hannover Medical School, Hannover, Germany.",Hannover Medical School]DE
57,"Nephrology Unit, Galilee Medical Center, Nahariya, Israel.",Galilee Medical Center]IL
58,"Department of Family Medicine and Primary Healthcare, Hong Kong West Cluster, Hospital Authority, Hong Kong SAR, China.",Hospital Authority]CN
59,"Department of Rheumatology and Immunology, The Second Xiangya Hospital, Central South University, Changsha, Hunan, China.",Central South University]CN
60,"DHC Technologies, Beijing, China.",DHC Ltd]CN
61,"Department of Medicine, School of Clinical Medicine, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong SAR, China.",University of Hong Kong]HK
62,"Vascular and Interventional Radiology Department, Nanfang Hospital, Southern Medical University, Guangzhou, China.",Southern Medical University]CN
63,"The Second Affiliated Hospital of Zhejiang University School of Medicine, Hangzhou, China.",Zhejiang University]CN
64,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: dadi_peng@163.com.",Chongqing Medical University]CN
65,"Department of Laboratory Animal Science, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.",University of Hamburg]DE
66,"Division of Nephrology and Hypertension Baruch Padeh Medical Center Poriya, Tiberias, Israel.",Bar-Ilan University]IL
67,"Department of Nephrology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Capital Medical University]CN
68,"Division of Pediatric Nephrology, Shaare Zedek Medical Center and Faculty of Medicine, Hebrew University of Jerusalem, Jerusalem, Israel.",Hebrew University]IL
69,"Beijing Municipal Key Laboratory of Clinical Epidemiology, Beijing, People's Republic of China. Electronic address: yanhe1220@126.com.",Capital Medical University]CN
70,"Department of Clinical Epidemiology and Clinical Trial, Capital Medical University, Beijing, People's Republic of China",Capital Medical University]CN
71,"School of Chinese Medicine, The University of Hong Kong, Hong Kong SAR, China.",University of Hong Kong]HK
72,"Department of Infection Biology, Leibniz Institute for Natural Product Research and Infection Biology, Hans-Knöll-Institute, Jena, Germany.",Hans Knoll Institute]DE
73,"Surgical Research Department, University Hospital Essen, Essen, Germany.",University of Duisburg-Essen]DE
74,"Children's Hospital of Tianjin University, Tianjin, China.",Tianjin University]CN
75,"Research Department for Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University, Shanghai, People's Republic of China. Electronic address: xujianqing@fudan.edu.cn.",Fudan University]CN
76,"Renal Research Institution, Beijing University of Chinese Medicine, Beijing. Electronic address: liuweijing-1977@hotmail.com.",Beijing University of Chinese Medicine]CN
77,"Department of Organ Transplantation, Renmin Hospital of Wuhan University, Wuhan, Hubei Province, China. Electronic address: jiefuzhu@whu.edu.cn.",Wuhan University]CN
78,"Department of Clinical Laboratory Sciences and Medical Biotechnology, College of Medicine, National Taiwan University, Taipei, Taiwan, Republic of China.",National Taiwan University]TW
79,"Department of Ophthalmology, The Second Xiangya Hospital, Central South University, Changsha, Hunan, China",Central South University]CN
80,"The Third Affiliated Hospital of Southern Medical University, Guangzhou, China.",Southern Medical University]CN
81,"The Rappaport Faculty of Medicine, Technion-Israel Institute of Technology, Haifa, Israel.",Technion-Israel Institute of Technology]IL
82,"The Genetics Institute, Rambam Health Care Campus, Haifa, Israel",Technion-Israel Institute of Technology]IL
83,"Department of Nephrology, The First Affiliated Hospital of University of Science and Technology of China, Anhui.",University of Science and Technology]SD
84,"Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China.",Zhejiang University]CN
85,"Huashan Hospital, Fudan University, Shanghai, China.",Fudan University]CN
86,"Children's Hospital of Nanjing Medical University, Nanjing, China.",Nanjing Medical University]CN
87,"Cardiology Department, Guangdong Provincial People's Hospital, Guangzhou, China.",GDAS]CN
88,"Zhejiang Provincial Key Laboratory of Pancreatic Disease, the First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China",Zhejiang University]CN
89,"Department of Nephrology, The First Clinical Medical College of Three Gorges University, Center People's Hospital of Yichang, Yichang, Hubei, China.",Three Gorges University]CN
90,"Key Laboratory of Prevention and Management of Chronic Kidney Disease of Zhanjiang City, Institute of Nephrology, Affiliated Hospital of Guangdong Medical University, Zhanjiang, China.",Guangdong Medical University]CN
91,"Pediatric Nephrology Institute, Ruth Children's Hospital, Rambam Health Care Campus, Haifa, Israel.",Technion-Israel Institute of Technology]IL
92,"Department of Hepatobiliary Surgery, the Second Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: 646818457@qq.com.",Chongqing Medical University]CN
93,"University Department of Medicine, Queen Mary Hospital, University of Hong Kong, Hong Kong. Electronic address: angela_wang@connect.hku.hk.",University of Hong Kong]HK
94,"Department of Anesthesiology, Shanghai Pulmonary Hospital, School of Medicine, Tongji University, Shanghai, China.",Tongji University]CN
95,"Division of Nephrology, Department of Medicine, The Fifth Affiliated Hospital of Sun Yat-sen University, Zhuhai, China.",Sun Yat-Sen University]CN
96,"Laboratory of Data Discovery for Health (D24H), Hong Kong Science and Technology Park, Hong Kong SAR, China.",Hong Kong Science and Technology Park]HK
97,"Department of Nephrology, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou, China.",Sun Yat-Sen University]CN
98,"Renal Research Institution, Beijing University of Chinese Medicine, Beijing",Beijing University of Chinese Medicine]CN
99,"Department of Thoracic Surgery, Shanghai Pulmonary Hospital, School of Medicine, Tongji University, Shanghai, China.",Tongji University]CN
100,"Biomedical Imaging Center, Hong Kong.",Biomedical Imaging Center]CN
101,"Department of Immunology and Microbiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, School of Medicine, Shanghai Institute of Immunology, Shanghai Jiao Tong University, Shanghai, People's Republic of China.",Shanghai Jiao Tong University]CN
102,"Department of Nephrology, Guangdong Provincial Hospital of Chinese Medicine, The Second Affiliated Hospital, The Second Clinical College, Guangzhou University of Chinese Medicine, Guangzhou, China.",Guangzhou University]CN
103,"Department of Family Medicine and Primary Care, Li Ka Shing Faculty of Medicine, School of Clinical Medicine, The University of Hong Kong, Hong Kong SAR, China.",University of Hong Kong]HK
104,"Department of Neurology, Capital Medical University, Beijing, People's Republic of China",Capital Medical University]CN
105,"The Danek Gertner Institute of Human Genetics, Sheba Medical Center, Tel-Hashomer, Israel.",Tel-Aviv University]IL
106,"Institute of Nephrology and Hypertension, Carmel Medical Center, Haifa, Israel.",Clalit Health Co]IL
107,"Division of Nephrology, Department of Medicine, The University of Hong Kong, Hong Kong SAR, China.",University of Hong Kong]HK
108,"Liver Disease Prevention and Treatment Research Foundation, Taiwan, Republic of China.",Liver Disease Prevention and Treatment Research Foundation]CN
109,"China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, People's Republic of China.",Capital Medical University]CN
110,"Institute of Clinical Chemistry and Laboratory Medicine, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.",University of Hamburg]DE
111,"Sichuan Clinical Research Center for Kidney Diseases, Renal Department and Institute of Nephrology, Sichuan Provincial People's Hospital, School of Medicine, University of Electronic Science and Technology of China, Chengdu, China.",University of Electronic Science and Technology of China]CN
112,"Department of Microbiology & Infectious Disease Center, School of Basic Medical Sciences, Peking University, Beijing, China.",Peking University]CN
113,"Division of Pediatric Nephrology, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel.",Tel-Aviv University]IL
114,"Department of Nephrology, The Second Clinical College, Guangdong Provincial Hospital of Chinese Medicine, The Second Affiliated Hospital, Guangzhou University of Chinese Medicine, Guangzhou, China.",Guangzhou University]CN
115,"Pediatric Stem Cell Research Institute, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel",Tel-Aviv University]IL
116,"The Wohl Institute for Translational Medicine, Sheba Medical Center, Tel-Hashomer, Israel.",Tel-Aviv University]IL
117,"Huizhou Municipal Central Hospital, Huizhou, China.",Huizhou Municipal Central Hospital]CN
118,"Renal Division, Department of Medicine, Peking University First Hospital, Beijing, China.",Peking University]CN
119,"Institute of Medical Statistics and Computational Biology, Faculty of Medicine and University Hospital Cologne, University of Cologne, Cologne, Germany.",University of Cologne]DE
120,"National Clinical Research Center for Kidney Disease, State Key Laboratory of Organ Failure Research, Nanfang Hospital, Southern Medical University.",Southern Medical University]CN
121,"Department of Pathology, Beijing Chaoyang Hospital, Capital Medical University, Beijing, China.",Capital Medical University]CN
122,"Department of Nephrology, The Second People's Hospital of Shenzhen, Shenzhen University, Shenzhen.",Shenzhen University]CN
123,"The Wohl Institute for Translational Medicine, Sheba Medical Center, Tel-Hashomer, Israel",Tel-Aviv University]IL
124,"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Safed.",Tel-Aviv University]IL
125,"Department of Nephrology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine.",Zhejiang University]CN
126,"Department of General, Visceral and Thoracic Surgery, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.",University of Hamburg]DE
127,"Department of Pediatrics B, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel",Tel-Aviv University]IL
128,"Department of Hepatobiliary Surgery, The First Hospital of China Medical University, Shenyang, China.",China Medical University]CN
129,"Institute of Nephrology, Zhongda Hospital, Southeast University School of Medicine, Nanjing, China.",Southeast University]CN
130,"School of Public Health, Hadassah-Hebrew University, Jerusalem, Israel.",Hebrew University]IL
131,"Department of Nephrology and Hypertension, Rambam Health Care campus, Haifa, Israel",Technion-Israel Institute of Technology]IL
132,"The Genetics Institute, Rambam Health Care Campus, Haifa, Israel.",Technion-Israel Institute of Technology]IL
133,"Department of Urology, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China.",Shanghai Jiao Tong University]CN
134,"Renal Division, Peking University First Hospital, Peking University Institute of Nephrology, Key Laboratory of Renal Disease, Ministry of Health of China, Key Laboratory of Chronic Kidney Disease Prevention and Treatment (Peking University), Ministry of Education, Beijing, China.",Peking University]CN
135,"Department of Surgery, National Taiwan University Hospital, College of Medicine, National Taiwan University, Taipei, Taiwan, Republic of China.",National Taiwan University]TW
136,"Nephrology Unit, Ziv Medical Center, Safed, Israel.",Bar-Ilan University]IL
137,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: zongkezhen23@163.com.",Chongqing Medical University]CN
138,"National Consultant Laboratory for HAV and HEV, Institute of Clinical Microbiology and Hygiene, University Medical Center Regensburg, Regensburg, Germany.",University of Regensburg]DE
139,"Fangshan Hospital Affiliated to Beijing University of Chinese Medicine, Beijing.",Beijing University of Chinese Medicine]CN
140,"University Department of Medicine, Queen Mary Hospital, University of Hong Kong, Hong Kong.",University of Hong Kong]HK
141,"Department of Hepatobiliary Surgery, the Second Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: 304271257@qq.com.",Chongqing Medical University]CN
142,"Department of Dermatology, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: jiangyuxin01@qq.com.",Chongqing Medical University]CN
143,"Research Department for Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University, Shanghai, People's Republic of China.",Fudan University]CN
144,"Department of Pediatric Nephrology, Galilee Medical Center, Nahariya, Israel.",Galilee Medical Center]IL
145,"Department of Nephrology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China.",Sun Yat-Sen University]CN
146,"Department of Nephrology, First People's Hospital of Foshan, Foshan, China.",Pyrexar Medical]CN
147,"Department of Internal Medicine, National Taiwan University Hospital, College of Medicine, National Taiwan University, Taipei, Taiwan, Republic of China.",National Taiwan University]TW
148,"Department of Internal Medicine II, University Hospital Giessen and Marburg, Justus-Liebig-University Giessen, Giessen, Germany.",University of Giessen]DE
149,"Department of Nephrology, The Second Affiliated Hospital of Zhejiang University School of Medicine, Hangzhou.",Zhejiang University]CN
150,"Clinical Center for Biotherapy at Zhongshan Hospital & Institutes of Biomedical Sciences, Fudan University, Shanghai, People's Republic of China",Fudan University]CN
151,"Blood Purification Center, The First Affiliated Hospital of Zhengzhou University, Zhengzhou University, Zhengzhou, China.",Zhengzhou University]CN
152,"Department of Nephrology, Institute of Nephrology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China. Electronic address: nephroxie@163.com.",Shanghai Jiao Tong University]CN
153,"Division of Nephrology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China.",University of Science and Technology]SD
154,"Vascular Surgery Department, Tongren Hospital, Capital Medical University, Beijing, China.",Capital Medical University]CN
155,"Department of Urology, Beijing Chaoyang Hospital, Capital Medical University, Beijing, China.",Capital Medical University]CN
156,"and State Key Laboratory of Vascular Homeostasis and Remodeling, Peking University, Beijing, China.",Peking University]CN
157,"Nephropathology Unit, Institute of Pathology, Hannover Medical School, Hannover, Germany.",Hannover Medical School]DE
158,"Liangzhu Laboratory, Zhejiang University Medical Center, Hangzhou, People's Republic of China.",Zhejiang University]CN
159,"Nephrology Department, The First Hospital of Hebei Medical University, Hebei Medical University, Shijiazhuang, China.",Hebei Medical University]CN
160,"Department of Nephrology, The First People's Hospital of Foshan, Foshan, China.",Pyrexar Medical]CN
161,"Sichuan Clinical Research Center for Kidney Diseases, Renal Department and Institute of Nephrology, School of Medicine, Sichuan Provincial People's Hospital, University of Electronic Science and Technology of China, Chengdu, China.",University of Electronic Science and Technology of China]CN
162,"Jiangxi Provincial Children's Hospital, Nanchang, China.",Jiangxi Provincial Children's Hospital]CN
163,"Division of Nephrology, Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China.",University of Science and Technology]SD
164,"Department of Medicine, Tung Wah Hospital, Hong Kong SAR, China.",University of Hong Kong]HK
165,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: liuyanyao147@sina.com.",Chongqing Medical University]CN
166,"Renal Research Institution, Beijing University of Chinese Medicine, Beijing. Electronic address: yunin1946@sina.com.",Beijing University of Chinese Medicine]CN
167,"Department of Clinical Epidemiology, Beijing Institute of Respiratory Medicine and Beijing Chao-Yang Hospital, Capital Medical University, Beijing, People's Republic of China.",Capital Medical University]CN
168,"Research Department for Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University, Shanghai, People's Republic of China. Electronic address: zhangxiaoyan@fudan.edu.cn.",Fudan University]CN
169,"Department of Critical Care Medicine, Maoming People's Hospital, Southern Medical University, Maoming, China.",Maoming People's Hospital]CN
170,"Vascular Surgery Department, Chinese PLA General Hospital, Beijing, China.",PLA]CN
171,"Department of Nephrology, Institute of Nephrology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China. Electronic address: pxx10768@rjh.com.cn.",Shanghai Jiao Tong University]CN
172,"Guizhou Provincial People's Hospital, Guizhou University, Guiyang, China.",Guizhou University]CN
173,"Pediatric Nephrology Unit, Galilee Medical Center, Nahariya, Israel.",Galilee Medical Center]IL
174,"Department of Nephrology, Institute of Nephrology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China.",Shanghai Jiao Tong University]CN
175,"Dialysis Unit, Assuta Hospital, Haifa, Israel.",Assuta Co]IL
176,"Graduate Institute of Immunology, College of Medicine, National Taiwan University, Taipei, Taiwan, Republic of China.",National Taiwan University]TW
177,"Life Sciences Institute, Zhejiang University, Hangzhou, People's Republic of China.",Zhejiang University]CN
178,"Department of Nephrology, The Children's Hospital of Zhejiang University School of Medicine, Hangzhou, China.",Zhejiang University]CN
179,"Renal Research Institution, Beijing University of Chinese Medicine, Beijing.",Beijing University of Chinese Medicine]CN
180,"Clinical Center for Biotherapy at Zhongshan Hospital & Institutes of Biomedical Sciences, Fudan University, Shanghai, People's Republic of China.",Fudan University]CN
181,"Department of Intensive Care Unit, Kailuan General Hospital, Tangshan, People's Republic of China.",Kailuan General Hospital]CN
182,"Liver Transplant Center, the First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China.",Zhejiang University]CN
183,"Department of Nephrology, Renmin Hospital of Wuhan University, Wuhan, Hubei Province, China. Electronic address: wuxfei@126.com.",Wuhan University]CN
184,"State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences (Beijing), Research Unit of Proteomics & Research and Development of New Drugs of Chinese Academy of Medical Sciences, Beijing Institute of Lifeomics, Beijing, China.",Peking Union Medical College]CN
185,"Department of Nephrology, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",Zhengzhou University]CN
186,"Department of Nephrology , Beijing Friendship Hospital , Capital Medical University, Beijing , China.",Capital Medical University]CN
187,"Peking University Institute of Nephrology, Beijing, China",Peking University]CN
188,"Institute of Pathology, University of Regensburg, Regensburg, Germany.",University of Regensburg]DE
189,"Division of Life Sciences and Medicine, Department of Endocrinology, The First Affiliated Hospital of USTC, University of Science and Technology of China, Hefei, China.",University of Science and Technology]SD
190,"Division of Endocrinology & Metabolism, Department of Medicine, The University of Hong Kong, Hong Kong SAR, China.",University of Hong Kong]HK
191,"National Clinical Research Center for Kidney Disease, State Key Laboratory of Organ Failure Research, Guangdong Provincial Institute of Nephrology, Guangdong Provincial Key Laboratory of Renal Failure Research, Division of Nephrology, Nanfang Hospital, Southern Medical University, Guangzhou, China.",Southern Medical University]CN
192,"Department of Hepatobiliary and Pancreatic Surgery, the First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China",Zhejiang University]CN
193,"Institute of Virology, University Clinics Freiburg, Freiburg, Germany.",University of Freiburg]DE
194,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: 1351619201@qq.com.",Chongqing Medical University]CN
195,"Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Peking University, Key Laboratory of Molecular Cardiovascular Science, Ministry of Education, Beijing, China.",Peking University]CN
196,"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Israel.",Tel-Aviv University]IL
197,"Department of Nephrology, Huizhou Municipal Central Hospital, Sun Yat-Sen University, Huizhou.",Huizhou Municipal Central Hospital]CN
198,"Nephrology Unit, Mayanei HaYeshua Medical Center, Bnei Brak, Israel.",Mayanei HaYeshua Medical Center]IL
199,"Department of Urology, Shandong Provincial Hospital Affiliated to Shandong First Medical University, Jinan, Shandong, China.",Shandong University]CN
200,"Department of Paediatrics, The First Affiliated Hospital of Zhejiang Chinese Medical University, Hangzhou, China.",Zhejiang Chinese Medical University]CN
201,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: 1210581333@qq.com.",Chongqing Medical University]CN
202,"Department of Urology, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, People's Republic of China.",Shanghai Jiao Tong University]CN
203,"National Clinical Research Center of Kidney Diseases, Jinling Hospital, Nanjing University School of Medicine, Nanjing, China.",Nanjing University]CN
204,"Department of Rheumatology, Children's Hospital of Fudan University, Shanghai, China.",Fudan University]CN
205,"Nephrology Department, Beijing Haidian Hospital, Beijing, China.",Peking University]CN
206,"Department of Transfusion Medicine, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.",University of Hamburg]DE
207,"Institute of Pathology, Nephropathology Section, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.",University of Hamburg]DE
208,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: 395235462@qq.com.",Chongqing Medical University]CN
209,"Liangzhu Laboratory, Zhejiang University Medical Center, Hangzhou, China.",Zhejiang University]CN
210,"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Safed",Tel-Aviv University]IL
211,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: 466436021@qq.com.",Chongqing Medical University]CN
212,"Huizhou Municipal Central Hospital, Sun Yat-sen University, Huizhou, China.",Huizhou Municipal Central Hospital]CN
213,"Shenzhen Maternity & Child Healthcare Hospital, Shenzhen.",Shenzhen Maternity and Child Healthcare Hospital]CN
214,"Department II of Internal Medicine and Center for Molecular Medicine Cologne, Faculty of Medicine and University Hospital Cologne, University of Cologne, Cologne, Germany.",University of Cologne]DE
215,"Department of Liver Surgery, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China.",Shanghai Jiao Tong University]CN
