,Unnamed: 0,PARENT
325,"Department of Medicine, Sarasota Memorial Hospital, Florida State University College of Medicine, Sarasota, Florida.",Florida State University]US
328,"Section of Transplantation, Department of Surgery, The University of Chicago, Chicago, Illinois, USA.",University of Chicago]US
330,"Department of Medicine, University of California San Francisco, San Francisco, CA.",University of California]US
332,"Department of Epidemiology and Biostatistics, University of California, San Francisco, San Francisco, California.",University of California]US
337,"Division of Cardiovascular Medicine, Department of Medicine, Indiana University, Indianapolis, Indiana, USA.",Indiana University]US
339,"Geriatrics Research Education and Clinical Care Service , Tennessee Valley Healthcare System VA, Nashville , Tennessee.",VA Health Systems Research]US
340,"ATK PharmaStrategies, LLC, Boston, Massachusetts.",ATK Inc]US
347,"Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, Tennessee, USA.",Vanderbilt University]US
349,"Division of Pharmacoepidemiology, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts",Harvard University]US
354,"Division of Nephrology, Virginia Commonwealth University, Richmond, Virginia.",Virginia Commonwealth University]US
359,"Renal Service, Memorial Sloan Kettering Cancer Center, New York, New York.",Memorial Sloan Kettering]US
363,"Departments of Epidemiology, Biostatistics and Medicine, University of California-San Francisco, San Francisco, California",University of California]US
364,"Division of Critical Care Medicine, Montefiore Medical Center, Albert Einstein College of Medicine, Bronx, NY. Electronic address: ap3577@cumc.columbia.edu.",Albert Einstein College of Medicine]US
366,"Department of Epidemiology, Geisel School of Medicine at Dartmouth, Hanover, New Hampshire.",Dartmouth College]US
369,"Division of Nephrology, Saint Louis University School of Medicine, Saint Louis, Missouri.",Saint Louis University]US
370,"Denver Health, Denver, Colorado.",University of Colorado]US
372,"Scientific Registry of Transplant Recipients, Hennepin Healthcare Research Institute, Minneapolis, MN.",Scientific Registry of Transplant Recipients]US
373,"Arbor Research Collaborative for Health, Ann Arbor, Michigan",University of Michigan]US
374,"Department of Pathology, Massachusetts General Hospital, Boston, Massachusetts, USA.",Harvard University]US
376,"Division of Cardiology, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
377,"Department of Medicine, Cedars-Sinai Medical Center, Los Angeles, California.",University of California]US
378,"Department of Pharmacy, Barnes Jewish Hospital, St. Louis, MO.",Washington University]US
379,"Division of Kidney Diseases and Hypertension, George Washington University School of Medicine and Health Sciences, Washington, DC.",George Washington University]US
381,"College of Pharmacy, University of Tennessee Health Science Center, Memphis, Tennesse, USA.",University of Tennessee]US
382,"Department of Medicine, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
383,"Division of Nephrology, Department of Pediatrics, University of Washington Seattle Children's Hospital, Seattle, Washington.",University of Washington]US
387,"Department of Medicine, Drexel University College of Medicine, Philadelphia, Pennsylvania.",Drexel University]US
390,"Department of Medicine, Division of Nephrology, University of Illinois at Chicago, Chicago, IL.",University of Illinois]US
393,"Schulze Diabetes Institute, Department of Surgery, University of Minnesota, Minneapolis, MN, USA.",University of Minnesota]US
394,"Institute of Clinical and Translational Research, Department of Medicine, Baylor College of Medicine, Houston, Texas",Baylor College of Medicine]US
395,"Department of Pharmacy, University of Utah Health, Salt Lake City, Utah.",University of Utah]US
396,"Piedmont Transplant Institute, Atlanta, Georgia.",Piedmont Transplant]US
398,"Children's of Alabama, Birmingham, Alabama, USA",University of Alabama]US
399,"Department of Biostatistics and Bioinformatics, Duke University, Durham, NC, USA",Duke University]US
402,"Kidney Health Research Institute, Danville, Pennsylvania",Geisinger Health]US
405,"Louis Stokes Cleveland Veterans Affairs Medical Center, Cleveland, University Hospitals Cleveland Medical Center and Case Western Reserve University, Cleveland, Ohio",Case Western Reserve University]US
408,"Section on Genetics and Epidemiology, Research Division, Joslin Diabetes Center, Boston, Massachusetts.",Harvard University]US
411,"Division of Cardiovascular Medicine, Stanford University School of Medicine, Palo Alto, California, USA.",Stanford University]US
412,"Division of Gastroenterology and Hepatology, Department of Medicine, University of California-San Francisco, San Francisco, California, USA.",University of California]US
416,"Department of Surgery, Columbia University Medical Center, New York, New York, USA.",Columbia University]US
419,"Internal Medicine/Nephrology and Hypertension, Henry Ford Hospital, Detroit, Michigan.",Henry Ford Health]US
421,"Division of Infectious Diseases, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
423,"Department of Medicine, University of Colorado Anschutz Campus, Denver, Colorado.",University of Colorado]US
424,"Renal-Electrolyte and Hypertension Division, Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, USA",University of Pennsylvania]US
425,"Kidney Research Institute and Division of Nephrology, University of Washington, Seattle, Washington. Electronic address: himmej@uw.edu.",University of Washington]US
426,"Departments of Surgery and Public Health, Pennsylvania State University College of Medicine, Hershey, Pennsylvania, USA. Electronic address: rlynch2@pennstatehealth.psu.",Pennsylvania State University]US
428,"Department of Pediatrics, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
430,"Center for Biomedical Informatics, Regenstrief Institute, Indianapolis, Indiana.",Regenstrief]US
432,"Pritzker School of Medicine, University of Chicago, Chicago, Illinois.",University of Chicago]US
433,"Applied Clinical Research Center, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.",University of Pennsylvania]US
434,"Northwestern University Feinberg School of Medicine, Chicago, Illinois.",Northwestern Univerisity]US
436,"Tulane University School of Medicine, New Orleans, Louisiana.",Tulane University]US
442,"Division of Cardiology, Department of Medicine, University of Illinois at Chicago, Chicago, Illinois.",University of Illinois]US
443,"Department of Family Medicine and Community Health, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, USA.",University of Pennsylvania]US
444,"Division of Gastroenterology, Department of Medicine, Loma Linda University Health, Loma Linda, CA.",Loma Linda University]US
445,"Cardiovascular Division, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.",Harvard University]US
447,"Pulmonary and Critical Care Medicine, Johns Hopkins Hospital, Baltimore, Maryland, USA.",Johns Hopkins University]US
451,"Division of Medicine, Mayo Clinic, Scottsdale, Arizona, USA. Electronic address: budhiraja.pooja@mayo.edu.",Mayo Clinic]US
453,"Baylor College of Medicine Lung Institute, Houston, Texas, USA.",Baylor College of Medicine]US
455,"Division of Transplant Surgery and Transplant Surgery Research Laboratory, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA. Electronic address: stullius@bwh.harvard.edu.",Harvard University]US
457,"Division of Transplant Surgery, Department of Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA. Electronic address: stullius@bwh.harvard.edu.",Harvard University]US
458,"Laboratory of Virology, Division of Intramural Research, National Institute of Allergy and Infectious Diseases, National Institute of Health, Hamilton, Montana, USA.",National Institutes of Health]US
461,"Department of Surgery, State University of New York, New York, USA.",State University of New York]US
467,"Center for Liver Disease and Transplantation, Columbia University Medical Center, New York, NY.",Columbia University]US
469,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA",University of North Carolina]US
471,"Department of Pharmacy, Johns Hopkins Medicine, Baltimore, Maryland.",Johns Hopkins University]US
472,"Division of Nephrology, Department of Medicine, University of California at San Francisco, San Francisco",University of California]US
474,"Division of Infectious Diseases, Duke University School of Medicine, Durham, North Carolina, USA",Duke University]US
475,"Division of Kidney-Pancreas Transplantation, Department of Surgery, Miami Transplant Institute, University of Miami Miller School of Medicine, Miami, Florida, USA.",University of Miami]US
476,"Division of Gastroenterology and Hepatology, Department of Medicine, University of California-San Francisco, San Francisco, California, USA. Electronic address: jin.ge@ucsf.edu.",University of California]US
479,"Division of Vaccines and Related Products Applications, Office of Vaccines Research and Review, Center for Biologics Evaluation and Research, Food and Drug Administration, Silver Spring, Maryland.",Department of Health and Human Services]US
481,"Department of Cardiology, Cedars-Sinai Smidt Heart Institute, Los Angeles, California, USA.",University of California]US
482,"Laboratory of Infectious Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland, USA.",National Institutes of Health]US
486,"Department of Surgery, Division of Transplantation, Feinberg School of Medicine, Northwestern University, Chicago, Illinois",Northwestern Univerisity]US
487,"Center for Applied Genomics and Department of Pediatrics, Perelman School of Medicine, Philadelphia, Pennsylvania.",University of Pennsylvania]US
490,"Department of Surgery, University of Florida, Gainesville, Florida, USA.",University of Florida]US
492,"Research on Ethics, Aging, and Community Health (REACH) Lab, Tufts University, Medford, Massachusetts",Tufts University]US
495,"Department of Medicine, University of California, San Francisco, San Francisco, CA.",University of California]US
496,"Biostatistics Research Center, Tufts Clinical and Translational Science Institute, Boston, Massachusetts.",Tufts University]US
497,"Office of Medical Policy, Center for Drug Evaluation and Research, Food and Drug Administration, Silver Spring, Maryland.",Department of Health and Human Services]US
500,"Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Center, Seattle, Washington, USA.",Fred Hutchinson]US
503,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: jmarkmann@partners.org.",Harvard University]US
504,"Division of Nephrology, Veterans Affairs Ann Arbor Health System, Ann Arbor, MI. Electronic address: nsukul@med.umich.edu.",University of Michigan]US
505,"Division of Nephrology, San Francisco VA Medical Center, San Francisco",VA Health Systems Research]US
507,"Department of Communication, University of Pittsburgh, Pittsburgh, Pennsylvania, USA.",University of Pittsburgh]US
508,"Department of Medicine, Division of Nephrology and Hypertension, Vanderbilt University Medical Center, Nashville, Tennessee",Vanderbilt University]US
510,"Laboratory of Transplantation Genomics, National Heart, Lung and Blood Institute (NHLBI), National Institutes of Health, Bethesda, Maryland, USA",National Institutes of Health]US
517,"DaVita Inc, Regulatory Affairs, Denver, Colorado.",DaVita Inc]US
518,"Institutional Review Board and Clinical and Translational Science Institute, Wake Forest University School of Medicine, Winston-Salem, North Carolina.",Wake Forest University]US
519,"Division of Cardiovascular Medicine, Department of Medicine, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
520,"Department of Surgery, University of Wisconsin, Madison, Wisconsin.",University of Wisconsin]US
522,"Feinberg School of Medicine, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
523,"Division of Pulmonary and Critical Care Medicine, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
526,"Department of Medicine, University of Maryland School of Medicine, Baltimore, MD.",University of Maryland]US
527,"Department of Epidemiology, Bloomberg School of Public Health, School of Medicine, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
528,"Division of Nephrology, Department of Medicine, and Irving Medical Center, Columbia University, New York, and Montefiore Medical Center, Bronx, New York.",Albert Einstein College of Medicine]US
529,"Department of Medicine, University of Illinois College of Medicine at Chicago, Chicago, Illinois.",University of Illinois]US
530,"Feinstein Institute for Medical Research, Northwell Health, New York, New York.",Northwell Health]US
533,"Departments of Medicine, University of Washington School of Medicine, Seattle, Washington, USA",University of Washington]US
534,"Center for Transplantation, University of California San Diego Health, La Jolla, California, USA. Electronic address: alichvar@health.ucsd.edu.",University of California]US
536,"Department of Medicine, Division of Nephrology, The Ohio State University Wexner Medical Center, Columbus, Ohio.",Ohio State University]US
538,"Georgetown University School of Medicine, Washington, DC.",Georgetown University]US
540,"Baylor Simmons Transplant Institute, Dallas, Texas.",Baylor Scott & White Health]US
542,"Department of Medicine, Section of Rheumatology, University of Chicago, Chicago, Illinois, USA. Electronic address: malegre@midway.uchicago.edu.",University of Chicago]US
543,"Department of Surgery, Duke University, Durham, North Carolina, USA.",Duke University]US
546,"Kidneylink, U.S. Renal Care Plano, Texas, USA.",US Renal Care]US
547,"Center for Global Cardiometabolic Health, Departments of Epidemiology, Medicine, and Surgery, Brown University, Providence, Rhode Island.",Providence Health Inc]US
549,"Barbara T. Murphy Division of Nephrology, Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, New York.",Mount Sinai]US
551,"Division of Nephrology-Hypertension, University of California San Diego, Veterans Affairs San Diego Healthcare System, San Diego, California.",VA Health Systems Research]US
552,"Puget Sound Kidney Centers, Everett, Washington.",Puget Sound Kidney Centers]US
